code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
1536,和大,511903,481159,497837,6.38,2.82,511903,497837,2.82,-,511903
1568,倉佑,136061,63720,112863,113.52,20.55,136061,112863,20.55,-,136061
1587,吉茂,185270,170552,183000,8.62,1.24,185270,183000,1.24,-,185270
2201,裕隆,7577792,8265265,6601773,-8.31,14.78,7577792,6601773,14.78,-,7577792
2204,中華,4761246,3327634,2870558,43.08,65.86,4761246,2870558,65.86,銷售台數增加,4761246
2206,三陽工業,6419489,4596827,4501509,39.65,42.6,6419489,4501509,42.6,-,6419489
2207,和泰車,27145804,23410742,18344657,15.95,47.97,27145804,18344657,47.97,-,27145804
2227,裕日車,3325891,1922877,2460844,72.96,35.15,3325891,2460844,35.15,-,3325891
2228,劍麟,444353,416054,355219,6.8,25.09,444353,355219,25.09,-,444353
2231,為升,373375,419914,321903,-11.08,15.98,373375,321903,15.98,-,373375
2233,宇隆,338935,270267,236066,25.4,43.57,338935,236066,43.57,-,338935
2241,艾姆勒,60409,64110,50848,-5.77,18.8,60409,50848,18.8,-,60409
2247,汎德永業,6343569,3454563,4417290,83.62,43.6,6343569,4417290,43.6,-,6343569
2254,巨鎧精密-創,30683,14843,17486,106.71,75.47,30683,17486,75.47,本月營收較去年同期營收增加，係因客戶訂單增加所致。,30683
2258,鴻華先進-創,27654,170105,4492,-83.74,515.62,27654,4492,515.62,電動巴士Model T訂單穩定成長，較去年同期顯著增加。,27654
2497,怡利電,313051,376681,277090,-16.89,12.97,313051,277090,12.97,-,313051
3346,麗清,733583,1010011,480098,-27.36,52.79,733583,480098,52.79,主係車用照明產品出貨量增加,733583
4551,智伸科,689935,444177,580609,55.32,18.82,689935,580609,18.82,-,689935
6288,聯嘉,452913,348170,347908,30.08,30.18,452913,347908,30.18,-,452913
6605,帝寶,1612858,1598695,1485835,0.88,8.54,1612858,1485835,8.54,-,1612858
2302,麗正,49006,46584,48862,5.19,0.29,49006,48862,0.29,-,49006
2303,聯電,19013697,16979226,19589515,11.98,-2.93,19013697,19589515,-2.93,-,19013697
2329,華泰,1424617,1500768,976252,-5.07,45.92,1424617,976252,45.92,-,1424617
2330,台積電,215785127,176299866,200050544,22.39,7.86,215785127,200050544,7.86,無。,215785127
2337,旺宏,1914156,1832760,2211806,4.44,-13.45,1914156,2211806,-13.45,-,1914156
2338,光罩,686314,645448,469291,6.33,46.24,686314,469291,46.24,-,686314
2340,台亞,322875,318498,261337,1.37,23.54,322875,261337,23.54,-,322875
2342,茂矽,123443,90269,134636,36.75,-8.31,123443,134636,-8.31,-,123443
2344,華邦電,6402586,6507308,4885570,-1.6,31.05,6402586,4885570,31.05,-,6402586
2351,順德,866190,839494,782454,3.18,10.7,866190,782454,10.7,-,866190
2363,矽統,13255,10490,7795,26.35,70.04,13255,7795,70.04,去年一月工作天數減少,13255
2369,菱生,458709,489115,375026,-6.21,22.31,458709,375026,22.31,-,458709
2379,瑞昱,8759918,6912871,5490954,26.71,59.53,8759918,5490954,59.53,無,8759918
2388,威盛,783623,1400823,548280,-44.05,42.92,783623,548280,42.92,-,783623
2401,凌陽,458159,427903,323779,7.07,41.5,458159,323779,41.5,-,458159
2408,南亞科,3060645,3161948,2251364,-3.2,35.94,3060645,2251364,35.94,-,3060645
2434,統懋,3721,6810,3268,-45.35,13.86,3721,3268,13.86,-,3721
2436,偉詮電,261547,225006,160495,16.24,62.96,261547,160495,62.96,客戶需求量增加,261547
2441,超豐,1166845,1157008,836966,0.85,39.41,1166845,836966,39.41,-,1166845
2449,京元電子,2807177,2777377,2564123,1.07,9.47,2807177,2564123,9.47,-,2807177
2451,創見,1045005,899771,765562,16.14,36.5,1045005,765562,36.5,-,1045005
2454,聯發科,44496290,43679986,22383397,1.86,98.79,44496290,22383397,98.79,主要因去年同期適逢春節假期，工作天數較少，加上本期手機營收因市場需求回溫較去年同期大幅成長。,44496290
2458,義隆,996881,957272,814603,4.13,22.37,996881,814603,22.37,-,996881
2481,強茂,1010271,998523,848735,1.17,19.03,1010271,848735,19.03,"本月營收淨額含功率元件及其他IC產品$1,011,027仟元及太陽能$10,805仟元，減銷退/折$11,561仟元",1010271
3006,晶豪科,1090218,1018994,787681,6.98,38.4,1090218,787681,38.4,-,1090218
3014,聯陽,625248,473911,439439,31.93,42.28,625248,439439,42.28,-,625248
3016,嘉晶,352891,323828,380976,8.97,-7.37,352891,380976,-7.37,-,352891
3034,聯詠,8719770,8679433,7223448,0.46,20.71,8719770,7223448,20.71,-,8719770
3035,智原,910515,964061,1074944,-5.55,-15.29,910515,1074944,-15.29,-,910515
3041,揚智,163539,151660,81896,7.83,99.69,163539,81896,99.69,相較112年1月半導體產業低迷之情況，今年同期需求緩步回溫。112年1月適逢年節假期，營業天期短亦有影響。,163539
3094,聯傑,15046,19971,20773,-24.66,-27.56,15046,20773,-27.56,-,15046
3189,景碩,2313032,2450705,2122589,-5.61,8.97,2313032,2122589,8.97,-,2313032
3257,虹冠電,73265,88332,45785,-17.05,60.01,73265,45785,60.01,客戶需求增加,73265
3413,京鼎,1156755,1185561,1175482,-2.42,-1.59,1156755,1175482,-1.59,-,1156755
3443,創意,1737854,2208208,2087023,-21.3,-16.73,1737854,2087023,-16.73,-,1737854
3450,聯鈞,422954,454498,408860,-6.94,3.44,422954,408860,3.44,-,422954
3530,晶相光,163119,174889,140051,-6.72,16.47,163119,140051,16.47,-,163119
3532,台勝科,1019155,1407034,1124830,-27.56,-9.39,1019155,1124830,-9.39,-,1019155
3545,敦泰,1365114,1236552,757754,10.39,80.15,1365114,757754,80.15,本月營收較去年同期增加50％以上，係因去年終端市場需求減緩，比較基期較低所致。,1365114
3583,辛耘,735328,717656,464080,2.46,58.44,735328,464080,58.44,本公司主要銷售機台，每月高低起伏屬常態。113/1營收YoY 58%，主要係去年同期客戶驗收機台較少所致，此為產業特性，尚屬正常。,735328
3588,通嘉,111866,106190,65039,5.34,71.99,111866,65039,71.99,庫存去化訂單增加,111866
3592,瑞鼎,2011399,1653524,1165043,21.64,72.64,2011399,1165043,72.64,市場需求動能增加，整體營收成長。,2011399
3686,達能,6878,7708,367,-10.76,1774.11,6878,367,1774.11,本期營收與去年同期差異，主要係本期電子零組件材料交易量與價格較去年同期多所致,6878
3711,日月光投控,47390354,49905503,45131358,-5.03,5.0,47390354,45131358,5.0,-,47390354
4919,新唐,2657012,2785948,2340102,-4.62,13.54,2657012,2340102,13.54,-,2657012
4952,凌通,160980,156943,115256,2.57,39.67,160980,115256,39.67,-,160980
4961,天鈺,1226603,1209293,1145792,1.43,7.05,1226603,1145792,7.05,-,1226603
4967,十銓,894693,2039212,441962,-56.12,102.43,894693,441962,102.43,品牌訂單價格上漲及出貨量增加。,894693
4968,立積,300219,300383,220343,-0.05,36.25,300219,220343,36.25,-,300219
5222,全訊,91686,133089,73831,-31.1,24.18,91686,73831,24.18,-,91686
5269,祥碩,687626,662355,349217,3.81,96.9,687626,349217,96.9,本年營收較去年增加主係因客戶需求量增加所致。,687626
5285,界霖,418289,420541,411754,-0.53,1.58,418289,411754,1.58,-,418289
5471,松翰,226795,232456,161645,-2.43,40.3,226795,161645,40.3,-,226795
6202,盛群,153505,154745,250632,-0.8,-38.75,153505,250632,-38.75,-,153505
6239,力成,6111928,6479215,5000411,-5.66,22.22,6111928,5000411,22.22,-,6111928
6243,迅杰,62632,64606,64344,-3.05,-2.66,62632,64344,-2.66,-,62632
6257,矽格,1384814,1348184,1176589,2.71,17.69,1384814,1176589,17.69,-,1384814
6271,同欣電,1026912,1086102,971392,-5.44,5.71,1026912,971392,5.71,-,1026912
6515,穎崴,367704,171954,426031,113.83,-13.69,367704,426031,-13.69,-,367704
6526,達發,1049598,986177,760973,6.43,37.92,1049598,760973,37.92,-,1049598
6531,愛普*,206771,466854,202877,-55.7,1.91,206771,202877,1.91,-,206771
6533,晶心科,76830,186324,62963,-58.76,22.02,76830,62963,22.02,-,76830
6552,易華電,154082,140036,101647,10.03,51.58,154082,101647,51.58,處品組合變化，以致營收增加,154082
6695,芯鼎,81830,85422,65452,-4.2,25.02,81830,65452,25.02,-,81830
6719,力智,337195,285909,264423,17.93,27.52,337195,264423,27.52,-,337195
6756,威鋒電子,168405,146682,110765,14.8,52.03,168405,110765,52.03,本期出貨量增加。,168405
6770,力積電,3570405,3428203,3932436,4.14,-9.2,3570405,3932436,-9.2,-,3570405
6789,采鈺,666117,689555,524825,-3.39,26.92,666117,524825,26.92,無,666117
6799,來頡,79272,82266,70643,-3.63,12.21,79272,70643,12.21,-,79272
6937,天虹,107562,182035,214049,-40.91,-49.74,107562,214049,-49.74,銷售產品組合差異所致,107562
8016,矽創,1631935,1471728,1043464,10.88,56.39,1631935,1043464,56.39,主係IC出貨量增加所致,1631935
8028,昇陽半導體,245954,239929,260402,2.51,-5.54,245954,260402,-5.54,-,245954
8081,致新,665433,538823,559902,23.49,18.84,665433,559902,18.84,-,665433
8110,華東,647095,716608,564692,-9.7,14.59,647095,564692,14.59,-,647095
8131,福懋科,802512,670211,743459,19.74,7.94,802512,743459,7.94,-,802512
8150,南茂,1708475,1881511,1330159,-9.19,28.44,1708475,1330159,28.44,-,1708475
8162,微矽電子-創,94802,95445,46851,-0.67,102.34,94802,46851,102.34,"本月營收較去年同期增加, 主係去年因景氣放緩及農曆春節放假因素營收下滑所致",94802
8261,富鼎,234876,214332,195755,9.58,19.98,234876,195755,19.98,-,234876
8271,宇瞻,693928,553509,553971,25.36,25.26,693928,553971,25.26,-,693928
2301,光寶科,9908418,12324469,10678871,-19.6,-7.21,9908418,10678871,-7.21,-,9908418
2305,全友,64530,66990,22035,-3.67,192.85,64530,22035,192.85,業績成長，另一部份原因去年農曆春節在1月工作日減少,64530
2324,仁寶,64059254,69537578,62723148,-7.87,2.13,64059254,62723148,2.13,無,64059254
2331,精英,1122861,1621736,1542930,-30.76,-27.22,1122861,1542930,-27.22,-,1122861
2352,佳世達,16326558,16714818,15792414,-2.32,3.38,16326558,15792414,3.38,-,16326558
2353,宏��,15229853,23692876,13632970,-35.71,11.71,15229853,13632970,11.71,-,15229853
2356,英業達,44128871,43528473,37244770,1.37,18.48,44128871,37244770,18.48,-,44128871
2357,華碩,36667309,36042753,27294484,1.73,34.33,36667309,27294484,34.33,-,36667309
2362,藍天,2038192,1860910,1739716,9.52,17.15,2038192,1739716,17.15,-,2038192
2364,倫飛,88435,74769,70705,18.27,25.07,88435,70705,25.07,-,88435
2365,昆盈,81369,67688,51589,20.21,57.72,81369,51589,57.72,來自本公司自有品牌的美洲區銷售及子公司行車紀錄器銷售成長所貢獻。,81369
2376,技嘉,16930021,12845855,8219614,31.79,105.97,16930021,8219614,105.97,AI訂單需求暢旺，PC產品需求回溫,16930021
2377,微星,16392833,11942671,13156226,37.26,24.6,16392833,13156226,24.6,-,16392833
2380,虹光,329571,216800,108703,52.01,203.18,329571,108703,203.18,海外地區銷售增加,329571
2382,廣達,72936574,92902893,90070736,-21.49,-19.02,72936574,90070736,-19.02,-,72936574
2387,精元,1873945,1678108,1214056,11.67,54.35,1873945,1214056,54.35,因農曆春節月份差異,1873945
2395,研華,4988884,4811930,5640376,3.67,-11.55,4988884,5640376,-11.55,-,4988884
2397,友通,691655,658621,1210756,5.01,-42.87,691655,1210756,-42.87,-,691655
2399,映泰,263932,145300,230135,81.64,14.68,263932,230135,14.68,-,263932
2405,輔信,153957,142935,147189,7.71,4.59,153957,147189,4.59,-,153957
2417,圓剛,238870,242240,185628,-1.39,28.68,238870,185628,28.68,-,238870
2425,承啟,419680,563425,310852,-25.51,35.0,419680,310852,35.0,-,419680
2432,倚天酷��-創,164847,260253,57497,-36.65,186.7,164847,57497,186.7,本月營收較去年同期營收增加，主係電腦創新週邊產品及衣著包袋產品挹注成長所致。,164847
2465,麗臺,333294,591964,198399,-43.69,67.99,333294,198399,67.99,本月較去年同期增加67.99%，主係大陸市場之人工智能應用產品需求及去年同期農曆假期所致。,333294
2495,普安,113219,100919,114568,12.18,-1.17,113219,114568,-1.17,-,113219
3002,歐格,64090,39799,48522,61.03,32.08,64090,48522,32.08,-,64090
3005,神基,3315341,2733780,2552574,21.27,29.88,3315341,2552574,29.88,-,3315341
3013,晟銘電,570024,486026,457018,17.28,24.72,570024,457018,24.72,-,570024
3017,奇鋐,5675421,5618098,2810770,1.02,101.91,5675421,2810770,101.91,"因去年1月是農曆年,上班天數較少, 今年農曆年在2月,所以1月營收較去年大幅成長",5675421
3022,威強電,686499,498596,666814,37.68,2.95,686499,666814,2.95,-,686499
3046,建��,502348,546723,213549,-8.11,135.23,502348,213549,135.23,113年1月份營收較去年同期增加，係為去年同期較低基期，時逢農曆新年假期出貨量減少。,502348
3057,喬鼎,45192,53869,38654,-16.1,16.91,45192,38654,16.91,-,45192
3060,銘異,239016,250423,178048,-4.55,34.24,239016,178048,34.24,-,239016
3231,緯創,67299575,74698087,54967408,-9.9,22.43,67299575,54967408,22.43,-,67299575
3416,融程電,231091,227191,188083,1.71,22.86,231091,188083,22.86,自113年度起新增合併子公司 TL Electronic GmbH,231091
3494,誠研,58527,48610,34878,20.4,67.8,58527,34878,67.8,113年銷售訂單較去年同期增加,58527
3515,華擎,1969026,1575597,1432028,24.97,37.49,1969026,1432028,37.49,"“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異",1969026
3652,精聯,201803,190370,156015,6.0,29.34,201803,156015,29.34,-,201803
3701,大眾控,1342360,899712,745541,49.19,80.05,1342360,745541,80.05,本月較去年同期增加，係客戶需求增加，且去年同期工作天數較短所致。,1342360
3706,神達,2848620,2370563,2662557,20.16,6.98,2848620,2662557,6.98,-,2848620
3712,永崴投控,1625825,3071117,1036060,-47.06,56.92,1625825,1036060,56.92,主要係因子公司本月承接工程案件依進度認列收入,1625825
4916,事欣科,297414,277947,226122,7.0,31.52,297414,226122,31.52,-,297414
4938,和碩,109353732,83100034,124608998,31.59,-12.24,109353732,124608998,-12.24,-,109353732
5258,虹堡,556353,875717,552444,-36.46,0.7,556353,552444,0.7,-,556353
6117,迎廣,256334,222275,147570,15.32,73.7,256334,147570,73.7,2023年1月適逢農曆春節及2024年1月客戶所需產品增加,256334
6128,上福,451861,416635,439342,8.45,2.84,451861,439342,2.84,-,451861
6166,凌華,638045,1392560,933609,-54.18,-31.65,638045,933609,-31.65,-,638045
6206,飛捷,336071,280996,268023,19.59,25.38,336071,268023,25.38,-,336071
6230,尼得科超眾,636652,688995,998800,-7.59,-36.25,636652,998800,-36.25,-,636652
6235,華孚,530188,524077,403328,1.16,31.45,530188,403328,31.45,-,530188
6277,宏正,375078,423272,470444,-11.38,-20.27,375078,470444,-20.27,-,375078
6414,樺漢,11719787,12890483,8845490,-9.08,32.49,11719787,8845490,32.49,"以上申報之合併營收已排除停業單位營收。113年1月及112年1月累計合併營收(含停業單位)為11,719,787仟元及8,890,831仟元。",11719787
6579,研揚,713740,810912,634369,-11.98,12.51,713740,634369,12.51,"自112年5月起新增合併子公司捷波；113年1月併入其營收為119,021仟元",713740
6669,緯穎,18787728,20222154,16417154,-7.09,14.43,18787728,16417154,14.43,-,18787728
8114,振樺電,673747,798046,695702,-15.57,-3.15,673747,695702,-3.15,-,673747
8163,達方,1837184,1878392,1890786,-2.19,-2.83,1837184,1890786,-2.83,-,1837184
8210,勤誠,1112849,1810810,422035,-38.54,163.68,1112849,422035,163.68,終端客戶所需產品大量出貨,1112849
9912,偉聯,40412,37953,45795,6.47,-11.75,40412,45795,-11.75,-,40412
2323,中環,648333,601657,565856,7.75,14.57,648333,565856,14.57,無,648333
2349,錸德,591206,684430,559092,-13.62,5.74,591206,559092,5.74,-,591206
2374,佳能,447493,404372,301864,10.66,48.24,447493,301864,48.24,-,447493
2393,億光,1636192,1449860,1409739,12.85,16.06,1636192,1409739,16.06,-,1636192
2406,國碩,534855,640861,343386,-16.54,55.75,534855,343386,55.75,主要係因子公司太陽能導電漿產品銷量增加所致。,534855
2409,友達,18441642,21996796,15950503,-16.16,15.61,18441642,15950503,15.61,-,18441642
2426,鼎元,220719,200422,171730,10.12,28.52,220719,171730,28.52,-,220719
2429,銘旺科,9658,13817,30653,-30.1,-68.49,9658,30653,-68.49,本公司已於112年11月17日股東會決議通過處分嵩達光電科技股份有限公司，並將其重分類至待出售，自該日後嵩達營收將不納入合併。,9658
2438,翔耀,25098,7213,4185,247.95,499.71,25098,4185,499.71,本期營業收入較去年同期明顯成長主要係因新增合併孫公司嵩達光電之營收,25098
2466,冠西電,55009,39116,38956,40.63,41.2,55009,38956,41.2,-,55009
2486,一詮,444737,474286,320218,-6.23,38.88,444737,320218,38.88,-,444737
2489,瑞軒,1498922,1473792,1058578,1.7,41.59,1498922,1058578,41.59,-,1498922
2491,吉祥全,20561,17667,12125,16.38,69.57,20561,12125,69.57,主係去年同期適逢農曆春節工作天數較少所致,20561
3008,大立光,4467116,4781361,3260046,-6.57,37.02,4467116,3260046,37.02,-,4467116
3019,亞光,1493413,1567497,1078392,-4.72,38.48,1493413,1078392,38.48,-,1493413
3024,憶聲,105176,97799,122697,7.54,-14.27,105176,122697,-14.27,-,105176
3031,佰鴻,108195,97310,60252,11.18,79.57,108195,60252,79.57,去年112年1月份因農曆新年年假，工作天數較少，造成112年1月營收偏低。,108195
3038,全台,343566,311425,361707,10.32,-5.01,343566,361707,-5.01,-,343566
3049,精金,84919,66027,86280,28.61,-1.57,84919,86280,-1.57,-,84919
3050,鈺德,93465,89166,83510,4.82,11.92,93465,83510,11.92,-,93465
3051,力特,131523,123196,141370,6.75,-6.96,131523,141370,-6.96,-,131523
3059,華晶科,633300,774851,784667,-18.26,-19.29,633300,784667,-19.29,-,633300
3149,正達,165282,168112,114844,-1.68,43.91,165282,114844,43.91,-,165282
3356,奇偶,109121,88998,99008,22.61,10.21,109121,99008,10.21,-,109121
3406,玉晶光,1948410,1819631,1347649,7.07,44.57,1948410,1347649,44.57,-,1948410
3437,榮創,195544,139337,141456,40.33,38.23,195544,141456,38.23,-,195544
3454,晶睿,544220,693528,850295,-21.52,-35.99,544220,850295,-35.99,-,544220
3481,群創,16499686,18763320,12596594,-12.06,30.98,16499686,12596594,30.98,-,16499686
3504,揚明光,223115,270440,218404,-17.49,2.15,223115,218404,2.15,-,223115
3535,晶彩科,9816,24068,55243,-59.21,-82.23,9816,55243,-82.23,本公司以銷售機台為主，113年1月出售機台較去年同期少，且113年累計出售機台較去年同期減少，此為產業特性，尚屬正常。,9816
3543,州巧,293837,297319,222716,-1.17,31.93,293837,222716,31.93,-,293837
3563,牧德,80419,71242,163142,12.88,-50.7,80419,163142,-50.7,主係全球產業景氣尚未回溫，致本期營業收入較去年同期減少。,80419
3576,聯合再生,427199,652454,1522823,-34.52,-71.94,427199,1522823,-71.94,太陽能市場需求減緩，導致本月營收較去年同月減少。,427199
3591,艾笛森,201784,175006,152404,15.3,32.4,201784,152404,32.4,-,201784
3622,洋華,83575,192901,59336,-56.67,40.85,83575,59336,40.85,-,83575
3714,富采,2076982,1746390,1279888,18.93,62.27,2076982,1279888,62.27,去年因總體經濟影響及春節假期工作日較少，致去年1月營業額相對較低，故今年較去年同期增加逾50%。,2076982
4934,太極,26292,27219,148240,-3.4,-82.26,26292,148240,-82.26,本公司配合市場大尺寸電池M10的需求，進行太陽能電池生產線改造及優化，並申請客戶認證。,26292
4942,嘉彰,532514,502586,455530,5.95,16.89,532514,455530,16.89,-,532514
4956,光鋐,96928,88013,91215,10.12,6.26,96928,91215,6.26,-,96928
4960,誠美材,661714,718671,573968,-7.92,15.28,661714,573968,15.28,-,661714
4976,佳凌,83884,70003,79337,19.82,5.73,83884,79337,5.73,-,83884
5234,達興材料,332630,302880,313389,9.82,6.13,332630,313389,6.13,-,332630
5244,弘凱,71940,90545,57900,-20.54,24.24,71940,57900,24.24,-,71940
5484,慧友,33243,30777,26345,8.01,26.18,33243,26345,26.18,-,33243
6116,彩晶,978023,933390,780503,4.78,25.3,978023,780503,25.3,-,978023
6120,達運,1698407,1983598,851191,-14.37,99.53,1698407,851191,99.53,主要係本月業務量增加。,1698407
6164,華興,93881,62741,54413,49.63,72.53,93881,54413,72.53,本月營收較去年同期增加變動達50%以上，主要係市場需求增加及積極推廣業務所致。,93881
6168,宏齊,176593,180129,171681,-1.96,2.86,176593,171681,2.86,-,176593
6176,瑞儀,4290072,3494863,3232033,22.75,32.73,4290072,3232033,32.73,-,4290072
6209,今國光,223226,184556,193978,20.95,15.07,223226,193978,15.07,-,223226
6225,天瀚,5078,11888,2113,-57.28,140.32,5078,2113,140.32,行車紀錄器銷售發酵所致,5078
6226,光鼎,68410,74862,40396,-8.61,69.34,68410,40396,69.34,去年同期工作天數較少，故影響營收金額。,68410
6278,台表科,3901243,4048857,2525994,-3.64,54.44,3901243,2525994,54.44,本月營收及本年累計營收均較去年同期增加，主要是因工作天數較多導致。,3901243
6405,悅城,13720,18268,13878,-24.89,-1.13,13720,13878,-1.13,-,13720
6443,元晶,485452,620171,702245,-21.72,-30.87,485452,702245,-30.87,營收相較同期減少，主要為國內躉售費率公告較以往延遲，下游太陽能案場裝置申請進度較緩所致。,485452
6477,安集,73645,55879,81076,31.79,-9.16,73645,81076,-9.16,-,73645
6668,中揚光,90897,116109,74464,-21.71,22.06,90897,74464,22.06,-,90897
6706,惠特,64986,85964,131301,-24.4,-50.5,64986,131301,-50.5,本月營收較去年同期減少，主係全球經濟衰退，故客戶拉貨速度放緩所致。,64986
6742,澤米,38229,41792,69358,-8.52,-44.88,38229,69358,-44.88,-,38229
6916,華凌,184484,163198,256557,13.04,-28.09,184484,256557,-28.09,-,184484
8104,錸寶,198901,272985,218812,-27.13,-9.09,198901,218812,-9.09,-,198901
8105,凌巨,718466,681295,850044,5.45,-15.47,718466,850044,-15.47,-,718466
8215,明基材,1568570,1226048,1249451,27.93,25.54,1568570,1249451,25.54,-,1568570
2314,台揚,137269,110515,448283,24.2,-69.37,137269,448283,-69.37,因客戶調整排程遞延出貨，故營收減少,137269
2321,東訊,57210,85734,57612,-33.27,-0.69,57210,57612,-0.69,-,57210
2332,友訊,1149358,1112536,1435005,3.3,-19.9,1149358,1435005,-19.9,無,1149358
2345,智邦,5884960,7927613,6269502,-25.76,-6.13,5884960,6269502,-6.13,-,5884960
2412,中華電,17928783,22190182,17764178,-19.2,0.92,17928783,17764178,0.92,-,17928783
2419,仲琦,635143,1070131,967214,-40.64,-34.33,635143,967214,-34.33,-,635143
2424,隴華,6543,31789,3825,-79.41,71.05,6543,3825,71.05,本月增加因本月銷售監控系統軟硬體增加。本年增加因銷售監控系統軟硬體增加。,6543
2439,美律,3517151,3142205,2694480,11.93,30.53,3517151,2694480,30.53,無,3517151
2444,兆勁,110526,110187,106898,0.3,3.39,110526,106898,3.39,-,110526
2450,神腦,2538943,2339464,2715664,8.52,-6.5,2538943,2715664,-6.5,-,2538943
2455,全新,277694,294549,112004,-5.72,147.93,277694,112004,147.93,客戶需求增加,277694
2485,兆赫,422664,393947,456852,7.28,-7.48,422664,456852,-7.48,-,422664
2498,宏達電,224611,635116,214754,-64.63,4.58,224611,214754,4.58,-,224611
3025,星通,45881,185437,26701,-75.25,71.83,45881,26701,71.83,歐洲電力市場出貨增加,45881
3027,盛達,218954,146585,57780,49.36,278.94,218954,57780,278.94,主要係逐期認列客戶儲能工程收入所致。,218954
3045,台灣大,16958579,17080887,14814979,-0.71,14.46,16958579,14814979,14.46,-,16958579
3047,訊舟,329721,300801,382505,9.61,-13.79,329721,382505,-13.79,-,329721
3062,建漢,185578,317277,251874,-41.5,-26.32,185578,251874,-26.32,-,185578
3138,耀登,120629,180048,168391,-33.0,-28.36,120629,168391,-28.36,-,120629
3311,閎暉,187044,183970,146787,1.67,27.42,187044,146787,27.42,-,187044
3380,明泰,1633691,3197292,2122691,-48.9,-23.03,1633691,2122691,-23.03,-,1633691
3419,譁裕,118031,98046,141254,20.38,-16.44,118031,141254,-16.44,-,118031
3447,展達,145660,145099,452604,0.38,-67.81,145660,452604,-67.81,"本月及本年累計營收減少,主係客戶需求減少所致。",145660
3596,智易,4493097,4614165,3723522,-2.62,20.66,4493097,3723522,20.66,-,4493097
3669,圓展,173744,175459,130890,-0.97,32.74,173744,130890,32.74,-,173744
3694,海華,727941,760382,663070,-4.26,9.78,727941,663070,9.78,-,727941
3704,合勤控,1479995,2535738,2974731,-41.63,-50.24,1479995,2974731,-50.24,本月營收較去年同期減少，主係本期美國及歐洲地區出貨減少。,1479995
4904,遠傳,8938538,8697807,7809718,2.76,14.45,8938538,7809718,14.45,-,8938538
4906,正文,1735288,2175119,1743436,-20.22,-0.46,1735288,1743436,-0.46,-,1735288
5388,中磊,5326114,5189334,4927962,2.63,8.07,5326114,4927962,8.07,-,5326114
6136,富爾特,44441,38100,39445,16.64,12.66,44441,39445,12.66,-,44441
6142,友勁,101685,88542,354508,14.84,-71.31,101685,354508,-71.31,淡季及客戶需求調整,101685
6152,百一,82588,155756,128310,-46.97,-35.63,82588,128310,-35.63,-,82588
6216,居易,92889,70991,33787,30.84,174.92,92889,33787,174.92,訂單增加、去年同期春節工作天數減少,92889
6285,啟��,8406283,9710680,7638241,-13.43,10.05,8406283,7638241,10.05,-,8406283
6416,瑞祺電通,242779,401487,300265,-39.53,-19.14,242779,300265,-19.14,-,242779
6426,統新,32573,30440,23259,7.0,40.04,32573,23259,40.04,-,32573
6442,光聖,252633,232903,189659,8.47,33.2,252633,189659,33.2,-,252633
6674,鋐寶科技,65110,40935,111799,59.05,-41.76,65110,111799,-41.76,受通膨等原因影響，整體市場需求下降,65110
6792,詠業,117044,76849,98063,52.3,19.35,117044,98063,19.35,-,117044
8011,台通,181922,187751,128853,-3.1,41.18,181922,128853,41.18,-,181922
8101,華冠,11079,10720,22155,3.34,-49.99,11079,22155,-49.99,主要客戶庫存去化中,11079
1471,首利,24544,23733,13175,3.41,86.29,24544,13175,86.29,本月營收較去年同期增加，主係因為客戶需求增加所致。,24544
1582,信錦,770494,704795,502455,9.32,53.34,770494,502455,53.34,"營收收入較去年同期增加,主要係因去年同期適逢農曆新年工作天數少,本期廠區工作天數增加所致。",770494
2059,川湖,655548,639013,398876,2.58,64.34,655548,398876,64.34,去年同期適逢農曆春節工作日減少，致本期營業收入淨額較去年同期增加。,655548
2308,台達電,32514624,31696698,29562916,2.58,9.98,32514624,29562916,9.98,-,32514624
2313,華通,5782714,5803126,4908396,-0.35,17.81,5782714,4908396,17.81,-,5782714
2316,楠梓電,312020,300643,259514,3.78,20.23,312020,259514,20.23,-,312020
2327,國巨,10020808,8948352,8503077,11.98,17.84,10020808,8503077,17.84,-,10020808
2328,廣宇,1606302,2285125,1930740,-29.7,-16.8,1606302,1930740,-16.8,-,1606302
2355,敬鵬,1575516,1356379,1366447,16.15,15.3,1575516,1366447,15.3,-,1575516
2367,燿華,1337326,1092345,1037695,22.42,28.87,1337326,1037695,28.87,-,1337326
2368,金像電,3404058,2579324,2014987,31.97,68.93,3404058,2014987,68.93,接單量增加,3404058
2375,凱美,424078,391708,275234,8.26,54.07,424078,275234,54.07,112年春節為1月份，故113年1月合併營收較去年同期大幅成長。,424078
2383,台光電,4484687,4307784,2197369,4.1,104.09,4484687,2197369,104.09,受惠於AI伺服器成長力道,4484687
2385,群光,7695297,7970712,7088704,-3.45,8.55,7695297,7088704,8.55,-,7695297
2392,正崴,8043429,9377848,7761119,-14.22,3.63,8043429,7761119,3.63,-,8043429
2402,毅嘉,682231,691870,604289,-1.39,12.89,682231,604289,12.89,-,682231
2413,環科,376734,293157,316245,28.5,19.12,376734,316245,19.12,-,376734
2415,錩新,237689,212062,168763,12.08,40.84,237689,168763,40.84,-,237689
